deptid,reasonid,department,reason,deptshort,good,NumberHits,childid,first_name,familyid,last_name,age,divorcedparents,addressid1,Street,number,city,country,iso2Country,iso3Country,eu,addressid2,street2,number2
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100757,Orv,421701,Tew,3,0,342701,Sutherland Hill,52,Boston,United States,US,USA,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107763,Sauveur,426013,Aven,12,0,347013,Anhalt Street,61,Coihaique,Chile,CL,CHL,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101857,Noelle,422383,Halsworth,1,1,343383,Heffernan Trail,206,La Cruz,Mexico,MX,MEX,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100556,Fanni,421579,Motton,3,1,342579,Muir Alley,214,Rio Covo ( Santa Eulália ),Portugal,PT,PRT,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113301,Addia,429402,Urlich,11,0,350402,Trailsway Trail,153,Bronx,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116211,Birgitta,431182,Kyston,9,0,352182,Little Fleur Pass,186,Almere Haven,Netherlands,NL,NLD,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112836,Creight,429125,Ferryman,9,1,350125,Fieldstone Pass,18,Cashel,Ireland,IE,IRL,Y,787467,Longview Parkway,52
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114250,Courtnay,429999,Karpeev,8,0,350999,Knutson Avenue,72,Haarlem,Netherlands,NL,NLD,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103063,Serene,423112,D'Elia,11,0,344112,Dawn Center,188,Bremen,Germany,DE,DEU,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114394,Nancee,430087,Marages,15,0,351087,Meadow Valley Trail,68,Piła,Poland,PL,POL,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109551,Josepha,427125,MacCostigan,18,0,348125,Maryland Place,126,Kuryłówka,Poland,PL,POL,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107860,Donna,426074,De la Eglise,17,0,347074,Del Sol Crossing,139,Osnabrück,Germany,DE,DEU,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116510,Ericka,431366,Lorraine,13,0,352366,Manley Road,113,Jasionów,Poland,PL,POL,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110071,Kessia,427435,Dumbellow,10,0,348435,Eagan Circle,223,Halle,Germany,DE,DEU,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110597,Corilla,427743,Byart,14,0,348743,Caliangt Junction,2,Kangasala,Finland,FI,FIN,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112190,Lorene,428729,Waslin,6,1,349729,Vera Street,109,Beaufort,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118211,Merrili,432438,Matis,8,0,353438,Melvin Way,45,Rogowo,Poland,PL,POL,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,106012,Marianne,424920,Newlove,16,1,345920,Nobel Parkway,184,Luz de Tavira,Portugal,PT,PRT,Y,786962,Algoma Circle,68
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114326,Wilfrid,430046,Hallbord,2,0,351046,Heffernan Center,155,San Isidro,Mexico,MX,MEX,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116426,Rosalie,431317,Dubarry,9,0,352317,Duke Crossing,64,Leipzig,Germany,DE,DEU,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105653,Burg,424691,Santostefano.,5,0,345691,Sachtjen Place,221,Newbiggin,United Kingdom,GB,GBR,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116206,Reina,431180,Hasty,14,0,352180,Hoard Way,29,Buenavista,Mexico,MX,MEX,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110389,Kenna,427615,Colbran,7,0,348615,Columbus Circle,216,Guérande,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,103990,Frankie,423692,Laver,14,0,344692,Lotheville Crossing,113,Sandnes,Norway,NO,NOR,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111990,Salomo,428601,Paddeley,0,1,349601,Ohio Court,74,Grijó,Portugal,PT,PRT,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105380,Odell,424536,Drysdall,3,1,345536,Duke Center,245,Saarbrücken,Germany,DE,DEU,Y,786909,Northview Center,15
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103029,Barny,423093,Simukov,7,0,344093,Sloan Circle,221,Danbury,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109104,Sander,426841,Weagener,2,0,347841,Vermont Place,15,Greenville,United States,US,USA,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104507,Sebastian,424019,Geelan,18,1,345019,Golf Course Park,63,Kurashiki,Japan,JP,JPN,N,786836,6th Pass,29
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106648,Reidar,425322,Giraudat,18,1,346322,Grasskamp Plaza,153,Shibetsu,Japan,JP,JPN,N,787010,Onsgard Place,109
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102723,Trudie,422901,Maskall,12,1,343901,Melrose Trail,147,Radomin,Poland,PL,POL,Y,786708,Granby Road,189
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106747,Jackquelin,425376,Wallentin,5,0,346376,Valley Edge Terrace,9,Erie,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114416,Lee,430100,Cunde,8,0,351100,Dapin Terrace,153,Nürnberg,Germany,DE,DEU,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114208,Marrissa,429972,Renyard,9,0,350972,Ridge Oak Avenue,216,Öjebyn,Sweden,SE,SWE,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114773,Donal,430310,Romaint,9,0,351310,Ronald Regan Place,5,Ängelholm,Sweden,SE,SWE,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106545,Tirrell,425256,Hargitt,1,0,346256,High Crossing Terrace,29,San Isidro,Mexico,MX,MEX,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101498,Rica,422167,Bowlesworth,8,1,343167,Boyd Circle,190,Malé Svatoňovice,Czech Republic,CZ,CZE,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101499,Karmen,422167,Bowlesworth,5,1,343167,Boyd Circle,190,Malé Svatoňovice,Czech Republic,CZ,CZE,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100623,Farleigh,421618,Patesel,18,1,342618,Oneill Trail,111,Alburitel,Portugal,PT,PRT,Y,786564,Grover Terrace,89
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102322,Ivette,422657,Baldrey,13,0,343657,Anzinger Lane,103,Acandí,Colombia,CO,COL,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115073,Caitrin,430495,Lyster,11,1,351495,Mariners Cove Lane,174,Konstancin-Jeziorna,Poland,PL,POL,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110929,Kylie,427960,Hawkshaw,10,0,348960,Hoffman Drive,14,Guadalupe Victoria,Mexico,MX,MEX,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111178,Susie,428116,Goering,16,1,349116,Green Road,5,Toyonaka,Japan,JP,JPN,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114379,Selle,430078,Dearing,17,0,351078,Del Sol Plaza,180,Osnabrück,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113023,Roderich,429238,Eunson,8,0,350238,Evergreen Circle,245,Pappádos,Greece,GR,GRC,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101146,Wallis,421945,Phillips,16,0,342945,Pawling Place,103,Bertelhe,Portugal,PT,PRT,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110583,Ilario,427736,Joutapavicius,5,0,348736,Kingsford Court,30,Amsterdam Westpoort,Netherlands,NL,NLD,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113787,Felic,429704,Stebles,2,0,350704,Straubel Parkway,50,Lawrenceville,United States,US,USA,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115397,Juliana,430686,Woollin,9,0,351686,Waywood Center,219,Lynchburg,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118246,Robinett,432459,Caddens,0,0,353459,Calypso Court,249,Kristinestad,Finland,FI,FIN,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103821,Napoleon,423593,Tejero,4,0,344593,Susan Drive,47,New Orleans,United States,US,USA,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112094,Tan,428671,Probetts,11,0,349671,Prairie Rose Plaza,94,Gaigeturi,South Korea,KR,KOR,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113246,Dollie,429369,Garnar,8,1,350369,Glacier Hill Street,64,Kakogawachō-honmachi,Japan,JP,JPN,N,787506,Moose Plaza,78
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113567,Willetta,429564,Whisby,12,0,350564,Village Green Alley,126,Corpus Christi,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112333,Dan,428815,Kemmish,17,0,349815,Lake View Center,208,IJmuiden,Netherlands,NL,NLD,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109926,Jacquetta,427346,Conan,10,0,348346,Continental Alley,240,Aix-en-Provence,France,FR,FRA,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116369,Hurley,431279,Clashe,1,0,352279,Clove Way,99,Frontignan,France,FR,FRA,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101638,Ninon,422251,Ambrosetti,12,0,343251,Aberg Plaza,33,Angus,Canada,CA,CAN,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116565,Huntington,431399,Tattersdill,0,0,352399,Surrey Park,114,Monroe,United States,US,USA,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111597,Roselia,428367,Wapol,8,0,349367,Veith Pass,110,Pittsburgh,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112678,Maighdiln,429023,Grigoryov,11,0,350023,Hansons Drive,223,Bous,Luxembourg,LU,LUX,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109179,Hugo,426887,Chsteney,3,0,347887,Clemons Plaza,109,Rungis,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,105074,Launce,424347,Hallows,17,0,345347,Heffernan Place,184,Buenos Aires,Mexico,MX,MEX,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108348,Millard,426387,MacKaile,7,0,347387,Mayfield Plaza,125,Lutoryż,Poland,PL,POL,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117909,Xylina,432243,Caudle,17,1,353243,Center Crossing,69,Romilly-sur-Seine,France,FR,FRA,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111985,Gerrilee,428598,Cush,9,0,349598,Darwin Trail,40,Bremen,Germany,DE,DEU,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114427,Culver,430106,Sorsby,9,0,351106,Springs Alley,78,Gainesville,United States,US,USA,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107339,Rhys,425736,Grigori,0,0,346736,Hansons Crossing,119,Bous,Luxembourg,LU,LUX,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115669,Tansy,430865,Caldaro,13,0,351865,Cambridge Avenue,232,Liperi,Finland,FI,FIN,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101470,Tyler,422150,McTerlagh,6,1,343150,Mitchell Point,75,Władysławowo,Poland,PL,POL,Y,786630,Lunder Parkway,115
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104987,Arty,424296,Novak,1,0,345296,Northfield Way,238,Martingança,Portugal,PT,PRT,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,116915,Cordey,431627,Balcers,8,0,352627,Anthes Terrace,184,Valparaíso,Chile,CL,CHL,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100676,Umeko,421650,Wittman,9,0,342650,Waxwing Alley,173,Arlington,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114165,Osgood,429946,Adrian,12,0,350946,4th Place,131,Vegreville,Canada,CA,CAN,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107351,Derby,425745,Dauby,9,1,346745,Debs Parkway,199,Braunschweig,Germany,DE,DEU,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102330,Thomasina,422661,Borrowman,14,0,343661,Bonner Center,167,Kunvald,Czech Republic,CZ,CZE,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,103997,Alexandro,423698,Smartman,9,0,344698,Spaight Drive,202,Clearwater,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110999,Albertine,428004,Beamson,1,0,349004,Autumn Leaf Park,125,Guamal,Colombia,CO,COL,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103778,Bernette,423566,Canton,10,0,344566,Cardinal Avenue,129,Vuokatti,Finland,FI,FIN,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111544,Karalynn,428333,Whetnall,17,1,349333,Vidon Terrace,92,Corpus Christi,United States,US,USA,N,787370,Merchant Circle,53
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114746,Garner,430292,Burkitt,2,0,351292,Butterfield Place,207,København,Denmark,DK,DNK,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100649,Geralda,421634,McElhinney,2,0,342634,Messerschmidt Circle,149,Szczytno,Poland,PL,POL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101963,Elli,422452,Lockart,16,0,343452,Mandrake Terrace,239,Górzno,Poland,PL,POL,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,116971,Hedwig,431655,Leward,18,0,352655,Macpherson Trail,242,Cieplice Śląskie Zdrój,Poland,PL,POL,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101205,Jacenta,421980,Skyppe,14,0,342980,South Terrace,238,Newark,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108822,Rhea,426668,Nosworthy,10,0,347668,Northfield Road,171,Jardoeira,Portugal,PT,PRT,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102607,Agustin,422824,Layne,4,0,343824,Ludington Center,201,Bodø,Norway,NO,NOR,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111842,Bret,428516,Loughlan,1,1,349516,Manufacturers Lane,72,Jemielno,Poland,PL,POL,Y,787387,Petterle Point,14
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117663,Odetta,432084,Gras,12,1,353084,Hallows Center,219,Strenči,Latvia,LV,LVA,Y,787849,Express Way,176
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113713,Gates,429652,Wythe,0,0,350652,Welch Drive,130,Sterling,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101269,Lucias,422027,Whistlecroft,13,0,343027,Village Green Avenue,248,Corpus Christi,United States,US,USA,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108672,Tedda,426577,Deakin,15,0,347577,Del Sol Park,146,Osnabrück,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117268,Casar,431845,Snibson,11,0,352845,Spenser Crossing,203,Daytona Beach,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,115792,Deonne,430939,Saiger,10,0,351939,Rutledge Way,45,Hudiksvall,Sweden,SE,SWE,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100920,Kassia,421805,Bavidge,2,1,342805,Artisan Way,3,Flandes,Colombia,CO,COL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110961,Oswell,427984,Bennedick,13,0,348984,Bartillon Hill,106,Ramiriquí,Colombia,CO,COL,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114106,Stuart,429901,Rothman,9,0,350901,Roxbury Avenue,132,Lidköping,Sweden,SE,SWE,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116597,Marketa,431417,Lazonby,5,1,352417,Ludington Circle,227,Mosjøen,Norway,NO,NOR,N,787767,Harbort Circle,20
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116349,Elsinore,431270,Bygrave,9,0,352270,Caliangt Park,173,Karjalohja,Finland,FI,FIN,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104954,Ruthie,424278,Ilyunin,2,0,345278,Jenifer Pass,54,Heerlen,Netherlands,NL,NLD,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116339,Ursulina,431265,Jaggers,7,0,352265,Karstens Lane,223,Eindhoven,Netherlands,NL,NLD,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108655,Fonsie,426567,McGiveen,3,0,347567,Mesta Road,182,Trzciana,Poland,PL,POL,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104518,Annissa,424025,Gifkins,10,0,345025,Graedel Park,235,Ogawa,Japan,JP,JPN,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106277,Fidelity,425086,Lawday,7,0,346086,Lotheville Lane,29,Stavanger,Norway,NO,NOR,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111226,Kalil,428144,Billington,17,1,349144,Beilfuss Avenue,8,San Felipe,Costa Rica,CR,CRI,N,787344,Coleman Street,69
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111928,Garrot,428562,Neames,9,0,349562,Nevada Plaza,42,Serra da Boa Viagem,Portugal,PT,PRT,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111163,Pepi,428108,Sails,15,0,349108,Ryan Center,195,Ljusdal,Sweden,SE,SWE,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,103931,Keelia,423655,Hallett,15,0,344655,Heffernan Circle,139,San Marcos,Mexico,MX,MEX,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117194,Nadiya,431795,Audas,1,0,352795,Anhalt Hill,109,Swift Current,Canada,CA,CAN,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101508,Hurlee,422173,Harnwell,2,1,343173,Hintze Junction,87,Los Angeles,Mexico,MX,MEX,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108677,Vance,426581,McGurn,7,0,347581,Michigan Pass,218,Unisław,Poland,PL,POL,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106730,Katharine,425365,Warwick,18,0,346365,Vera Pass,96,Beaufort,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114262,Caro,430005,Neil,9,0,351005,New Castle Avenue,221,Vila Pouca da Beira,Portugal,PT,PRT,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107406,Levey,425780,Mottini,10,1,346780,Moulton Trail,199,Rio,Portugal,PT,PRT,Y,,,
